bid_id,category,buyer,quantity,bid_value,award_date,winner_name,winner_price,num_bidders,vendor_name,vendor_rank,vendor_price,status_flag,result_accessible,source_url
GEM/2026/R/670856,Bus Hiring Service - Short Term - Outstation; 40-42; Non Deluxe (NDX); 150,"Ministry of Defence
Department of Military Affairs",250,0.0,2026-05-23,Yuvraj Tradersunder Pma,3899500.0,3,Yuvraj Tradersunder Pma,L1,3899500.0,ok,yes,https://bidplus.gem.gov.in/bidding/bid/getBidResultView/9360981
GEM/2026/B/7535431,High Mast Lighting Tower for large area with LED Flood Lighting System,Department of Panchayati Raj,2,0.0,2026-05-23,Dev Group Mse Social Category General Under Pma,1382000.0,3,Dev Group Mse Social Category General Under Pma,L1,1382000.0,repeat_winner,yes,https://bidplus.gem.gov.in/bidding/bid/getBidResultView/9324254
GEM/2026/B/7535334,Off - Grid Solar Photovoltaic (PV) Power Plant (V2),Department of Panchayati Raj,1,0.0,2026-05-23,Noor Enterprisesunder Pma,500000.0,3,Noor Enterprisesunder Pma,L1,500000.0,repeat_winner,yes,https://bidplus.gem.gov.in/bidding/bid/getBidResultView/9324153
GEM/2026/R/670871,Stationary Valve Regulated Lead Acid Batteries (V3) Conforming To IS 15549,"Ministry of Defence
Department of Military Affairs",120,0.0,2026-05-23,M S Raman Trading Corp. Mse Mii Under Pma,1841040.0,3,M S Raman Trading Corp. Mse Mii Under Pma,L1,1841040.0,ok,yes,https://bidplus.gem.gov.in/bidding/bid/getBidResultView/9361096
GEM/2026/R/670868,Stationary Valve Regulated Lead Acid Batteries (V3) Conforming To IS 15549,"Ministry of Defence
Department of Military Affairs",38,0.0,2026-05-23,M S Jk Traders Mse Mii Under Pma,633840.0,3,M S Jk Traders Mse Mii Under Pma,L1,633840.0,repeat_winner,yes,https://bidplus.gem.gov.in/bidding/bid/getBidResultView/9361075
GEM/2026/R/670863,Lead Acid Storage Batteries For Motor Vehicles with Light Weight and High Cranking Performance (V2),"Ministry of Defence
Department of Military Affairs",32,0.0,2026-05-23,M S Jk Tradersunder Pma,281280.0,3,M S Jk Tradersunder Pma,L1,281280.0,ok,yes,https://bidplus.gem.gov.in/bidding/bid/getBidResultView/9361058
GEM/2026/R/670861,Valve Regulated Lead Acid (VRLA) Batteries as per TEC Specification,"Ministry of Defence
Department of Military Affairs",10,0.0,2026-05-23,M S Jk Traders Mse Mii Under Pma,396800.0,3,M S Jk Traders Mse Mii Under Pma,L1,396800.0,repeat_winner,yes,https://bidplus.gem.gov.in/bidding/bid/getBidResultView/9361043
GEM/2026/R/670860,Stationary Valve Regulated Lead Acid Batteries (V3) Conforming To IS 15549,"Ministry of Defence
Department of Military Affairs",38,0.0,2026-05-23,M S Jk Traders Mse Mii Under Pma,631940.0,3,M S Jk Traders Mse Mii Under Pma,L1,631940.0,repeat_winner,yes,https://bidplus.gem.gov.in/bidding/bid/getBidResultView/9361023
GEM/2026/B/7535204,"DVD Writer Part No NK IT 27,Intel Q 470 Mother Board Part No NK000898,RAM 8 GB DDR 5 Part No NK0009","Ministry of Defence
Department of Military Affairs",7,0.0,2026-05-23,Pargal Enterprises Mse Mse Social Category General Under Pma,31400.0,3,Pargal Enterprises Mse Mse Social Category General Under Pma,L1,31400.0,ok,yes,https://bidplus.gem.gov.in/bidding/bid/getBidResultView/9324014
GEM/2026/B/7535122,LAY SHAFT ASSY (TATRA T-815),"Ministry of Defence
Department of Military Affairs",1,0.0,2026-05-23,Shiva Sales Corporation Mii Under Pma,49950.0,3,Shiva Sales Corporation Mii Under Pma,L1,49950.0,ok,yes,https://bidplus.gem.gov.in/bidding/bid/getBidResultView/9323923
GEM/2026/B/7534743,"3120 004922,48870m70a22,2530 017915,2520 70 0468324,4820 72 0000063,4710 72 0531157,4320 004124,336","Ministry of Defence
Department of Military Affairs",25,0.0,2026-05-23,Ashoka Engineering Works Mse Mii Mse Social Category General Under Pma,86063.3,3,Ashoka Engineering Works Mse Mii Mse Social Category General Under Pma,L1,86063.3,ok,yes,https://bidplus.gem.gov.in/bidding/bid/getBidResultView/9323506
GEM/2026/B/7533654,"fuel filter,assy cable comp,field coil assy,solenoid switch,hand valve,booster rep kit,hp hose,spee","Ministry of Defence
Department of Military Affairs",21,0.0,2026-05-23,,0.0,0,,L1,0.0,zero_price,error,https://bidplus.gem.gov.in/bidding/bid/getBidResultView/9322333
GEM/2026/B/7529540,"Erecting Frame for Launcher,Glow Sign 3D Letter,2D Abhra Specs Logo 1.5ftx2ft,2D Citation and Specs","Ministry of Defence
Department of Military Affairs",33,0.0,2026-05-23,M S M H Traders Mse Mii Mse Social Category General Under Pma,98400.0,3,M S M H Traders Mse Mii Mse Social Category General Under Pma,L1,98400.0,ok,yes,https://bidplus.gem.gov.in/bidding/bid/getBidResultView/9317890
GEM/2026/B/7534596,combat Dress with IA Logo (Imp Ver) S/3C,"Ministry of Defence
Department of Military Affairs",50,0.0,2026-05-23,Noor Enterprisesunder Pma,185000.0,3,Noor Enterprisesunder Pma,L1,185000.0,repeat_winner,yes,https://bidplus.gem.gov.in/bidding/bid/getBidResultView/9323348
GEM/2026/B/7534527,Combat Dress with IA Logo (Imp Ver) S/2B,"Ministry of Defence
Department of Military Affairs",54,0.0,2026-05-23,Tiger Sales & Serviceunder Pma,199800.0,3,Tiger Sales & Serviceunder Pma,L1,199800.0,ok,yes,https://bidplus.gem.gov.in/bidding/bid/getBidResultView/9323278
GEM/2026/B/7534191,combat Dress with IA Logo C3,"Ministry of Defence
Department of Military Affairs",26,0.0,2026-05-23,Raina Associatesunder Pma,96200.0,3,Raina Associatesunder Pma,L1,96200.0,ok,yes,https://bidplus.gem.gov.in/bidding/bid/getBidResultView/9322909
GEM/2026/B/7534105,Handling and Transport on Lumpsum Basis - Safe Loading Carriage and unloading,Energy Department Uttar Pradesh,1,0.0,2026-05-23,,0.0,0,,L1,0.0,zero_price,error,https://bidplus.gem.gov.in/bidding/bid/getBidResultView/9322808
GEM/2026/B/7527668,High mast pole for national flags (V2),Rural Development Department Uttar Pradesh,1,0.0,2026-05-23,M S Shree Enterprisesunder Pma,994800.0,3,M S Shree Enterprisesunder Pma,L1,994800.0,repeat_winner,yes,https://bidplus.gem.gov.in/bidding/bid/getBidResultView/9315824
GEM/2026/B/7527629,High Mast Lighting Octagonal Tower for Small area with LED Flood Lighting System (V2),Rural Development Department Uttar Pradesh,1,0.0,2026-05-23,M S Shree Enterprisesunder Pma,449800.0,3,M S Shree Enterprisesunder Pma,L1,449800.0,repeat_winner,yes,https://bidplus.gem.gov.in/bidding/bid/getBidResultView/9315781
GEM/2026/B/7495732,"MOBIL OIL 15W 40,GEAR OIL HP 90,GREASE MP,BRAKE OIL DOT 3,BRAKE OIL DOT 4,MOBIL OIL BOLERO MAXIMILE","Ministry of Home Affairs
Central Armed Police Forces",730,0.0,2026-05-23,,0.0,0,,L1,0.0,zero_price,error,https://bidplus.gem.gov.in/bidding/bid/getBidResultView/9280191
